Time (seconds),time_ms,value,label
387.70,386493,0,quiet
387.80,386597,0,quiet
387.91,386701,0,quiet
388.01,386805,0,quiet
388.11,386909,0,quiet
388.22,387013,0,quiet
388.32,387117,0,quiet
388.43,387221,0,quiet
388.53,387325,0,quiet
388.63,387430,0,quiet
388.74,387537,0,quiet
388.85,387642,0,quiet
388.97,387765,0,quiet
389.07,387870,0,quiet
389.18,387977,0,quiet
389.29,388081,0,quiet
389.39,388185,0,quiet
389.49,388289,0,quiet
389.60,388393,0,quiet
389.70,388497,0,quiet
389.81,388601,0,quiet
389.91,388705,0,quiet
390.01,388809,0,quiet
390.14,388937,0,quiet
390.25,389041,0,quiet
390.35,389145,0,quiet
390.45,389249,0,quiet
390.56,389354,0,quiet
390.67,389461,0,quiet
390.77,389565,0,quiet
390.87,389669,0,quiet
390.98,389773,0,quiet
391.08,389877,0,quiet
391.19,389982,0,quiet
391.29,390089,0,quiet
391.42,390213,0,quiet
391.52,390317,0,quiet
391.63,390422,0,quiet
391.73,390529,0,quiet
391.84,390633,0,quiet
391.94,390737,0,quiet
392.05,390841,0,quiet
392.15,390945,0,quiet
392.25,391049,0,quiet
392.36,391153,0,quiet
392.46,391257,0,quiet
392.57,391362,0,quiet
392.69,391485,0,quiet
392.79,391589,0,quiet
392.90,391693,0,quiet
393.00,391797,0,quiet
393.11,391901,0,quiet
393.21,392005,0,quiet
393.31,392109,0,quiet
393.42,392214,0,quiet
393.53,392322,0,quiet
393.63,392429,0,quiet
393.74,392533,0,quiet
393.87,392661,0,quiet
393.97,392766,0,quiet
394.08,392873,0,quiet
394.18,392977,0,quiet
394.29,393081,0,quiet
394.39,393185,0,quiet
394.49,393289,0,quiet
394.60,393393,0,quiet
394.70,393497,0,quiet
394.81,393601,0,quiet
394.91,393705,0,quiet
395.01,393809,0,quiet
395.14,393933,0,quiet
395.24,394038,0,quiet
395.35,394146,0,quiet
395.46,394253,0,quiet
395.56,394357,0,quiet
395.67,394461,0,quiet
395.77,394566,0,quiet
395.88,394673,0,quiet
395.98,394777,0,quiet
396.09,394881,0,quiet
396.19,394985,0,quiet
396.29,395089,0,quiet
396.53,395321,0,quiet
396.63,395425,0,quiet
396.73,395529,0,quiet
396.84,395633,0,quiet
396.95,395742,0,quiet
397.05,395849,0,quiet
397.16,395953,0,quiet
397.26,396057,0,quiet
397.37,396162,0,quiet
397.47,396269,0,quiet
397.58,396377,0,quiet
397.71,396505,0,quiet
397.81,396609,0,quiet
397.92,396713,0,quiet
398.02,396818,0,quiet
398.13,396926,0,quiet
398.24,397033,0,quiet
398.34,397137,0,quiet
398.45,397241,0,quiet
398.55,397345,0,quiet
398.65,397449,0,quiet
398.76,397553,0,quiet
398.86,397657,0,quiet
398.99,397781,0,quiet
399.09,397885,0,quiet
399.19,397989,1,quiet
399.30,398093,0,quiet
399.40,398198,0,quiet
399.51,398305,0,quiet
399.61,398409,0,quiet
399.72,398513,0,quiet
399.83,398622,0,quiet
399.93,398729,0,quiet
400.04,398833,0,quiet
400.15,398945,0,quiet
400.27,399061,0,quiet
400.37,399169,0,quiet
400.48,399273,0,quiet
400.58,399377,0,quiet
400.69,399481,0,quiet
400.79,399585,0,quiet
400.89,399689,0,quiet
401.00,399793,0,quiet
401.10,399898,0,quiet
401.21,400005,0,quiet
401.31,400109,0,quiet
401.44,400238,0,quiet
401.55,400345,0,quiet
401.65,400449,0,quiet
401.76,400553,0,quiet
401.86,400657,0,quiet
401.97,400761,0,quiet
402.07,400866,0,quiet
402.18,400973,0,quiet
402.28,401077,0,quiet
402.39,401181,0,quiet
402.49,401285,0,quiet
402.59,401389,0,quiet
402.72,401513,0,quiet
402.82,401617,0,quiet
402.93,401721,0,quiet
403.03,401825,0,quiet
403.13,401929,0,quiet
403.24,402033,0,quiet
403.34,402138,0,quiet
403.45,402245,0,quiet
403.55,402349,0,quiet
403.66,402453,0,quiet
403.76,402557,0,quiet
403.89,402686,0,quiet
404.00,402793,0,quiet
404.10,402897,0,quiet
404.21,403001,0,quiet
404.31,403105,0,quiet
404.41,403209,0,quiet
404.52,403313,0,quiet
404.62,403417,0,quiet
404.73,403521,0,quiet
404.83,403625,0,quiet
404.93,403729,0,quiet
405.04,403833,0,quiet
405.17,403961,0,quiet
405.27,404065,0,quiet
405.37,404169,0,quiet
405.48,404273,0,quiet
405.59,404382,0,quiet
405.69,404489,0,quiet
405.80,404593,0,quiet
405.90,404697,0,quiet
406.01,404802,0,quiet
406.11,404910,0,quiet
406.22,405017,0,quiet
406.33,405121,0,quiet
406.45,405245,0,quiet
406.55,405349,0,quiet
406.66,405453,0,quiet
406.76,405557,0,quiet
